ItemParentID,ItemParentName,ItemID,ItemCode,ItemName,QuantityID,QuantityCode,cqty,qtyori,CQuantityID,CQuantityCode,Stock,StockInPcs,InventoryID,InventoryName,StockRate,PurchasePrice,SellPrice,Currency,GroupName,Size,Color,Weight,Length,Breadth,Height,Remarks
33,ABBI MUSLIM FASHION,61963,T03329122103,T033-AMMAR SERIES HIJAU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61964,T03329122102,T033-AMMAR SERIES HIJAU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61965,T03329122101,T033-AMMAR SERIES HIJAU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74671,T03329122104,T033-AMMAR SERIES HIJAU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,HIJAU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61956,T03329122111,T033-AMMAR SERIES HITAM L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61957,T03329122110,T033-AMMAR SERIES HITAM M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61958,T03329122109,T033-AMMAR SERIES HITAM S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74670,T03329122112,T033-AMMAR SERIES HITAM XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,HITAM,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25441,3329122115,T033-AMMAR SERIES KOKO ABU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25447,3329122114,T033-AMMAR SERIES KOKO ABU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25435,3329122113,T033-AMMAR SERIES KOKO ABU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25442,3329122116,T033-AMMAR SERIES KOKO ABU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25452,3329122103,T033-AMMAR SERIES KOKO HIJAU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,HIJAU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25440,3329122102,T033-AMMAR SERIES KOKO HIJAU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,HIJAU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25451,3329122101,T033-AMMAR SERIES KOKO HIJAU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,HIJAU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25434,3329122104,T033-AMMAR SERIES KOKO HIJAU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,HIJAU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25444,3329122111,T033-AMMAR SERIES KOKO HITAM L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,HITAM,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25438,3329122110,T033-AMMAR SERIES KOKO HITAM M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,HITAM,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25448,3329122109,T033-AMMAR SERIES KOKO HITAM S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,HITAM,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25445,3329122112,T033-AMMAR SERIES KOKO HITAM XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,HITAM,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25450,3329122119,T033-AMMAR SERIES KOKO NAVY L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25449,3329122118,T033-AMMAR SERIES KOKO NAVY M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25439,3329122117,T033-AMMAR SERIES KOKO NAVY S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25437,3329122120,T033-AMMAR SERIES KOKO NAVY XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25443,3329122107,T033-AMMAR SERIES KOKO PUTIH L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25453,3329122106,T033-AMMAR SERIES KOKO PUTIH M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25436,3329122105,T033-AMMAR SERIES KOKO PUTIH S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25446,3329122108,T033-AMMAR SERIES KOKO PUTIH XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25456,3325072203,T033-AMMAR SERIES KOKO SILVER SAGE L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,SILVER SAGE,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25455,3325072202,T033-AMMAR SERIES KOKO SILVER SAGE M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,SILVER SAGE,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25454,3325072201,T033-AMMAR SERIES KOKO SILVER SAGE S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,SILVER SAGE,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,25457,3325072204,T033-AMMAR SERIES KOKO SILVER SAGE XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,SILVER SAGE,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100368,T033ABIKO24067,T033-AMMAR SERIES NAVY L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61949,T03329122119,T033-AMMAR SERIES NAVY L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61950,T03329122118,T033-AMMAR SERIES NAVY M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100370,T033ABIKO24066,T033-AMMAR SERIES NAVY M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100372,T033ABIKO24065,T033-AMMAR SERIES NAVY S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61951,T03329122117,T033-AMMAR SERIES NAVY S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61948,T03329122120,T033-AMMAR SERIES NAVY XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100366,T033ABIKO24068,T033-AMMAR SERIES NAVY XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,NAVY,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100376,T033ABIKO24063,T033-AMMAR SERIES PUTIH L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,L,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61960,T03329122107,T033-AMMAR SERIES PUTIH L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61961,T03329122106,T033-AMMAR SERIES PUTIH M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100378,T033ABIKO24062,T033-AMMAR SERIES PUTIH M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,M,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100380,T033ABIKO24061,T033-AMMAR SERIES PUTIH S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,S,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61962,T03329122105,T033-AMMAR SERIES PUTIH S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61959,T03329122108,T033-AMMAR SERIES PUTIH XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100374,T033ABIKO24064,T033-AMMAR SERIES PUTIH XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,XL,PUTIH,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61994,T03325072203,T033-AMMAR SERIES SILVER SAGE L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61995,T03325072202,T033-AMMAR SERIES SILVER SAGE M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61996,T03325072201,T033-AMMAR SERIES SILVER SAGE S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,61993,T03325072204,T033-AMMAR SERIES SILVER SAGE XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,365000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74798,T03319042224,T033-BILAL SERIES PANJANG ABU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,L,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74799,T03319042223,T033-BILAL SERIES PANJANG ABU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,M,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74800,T03319042222,T033-BILAL SERIES PANJANG ABU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,S,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74797,T03319042225,T033-BILAL SERIES PANJANG ABU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,XL,ABU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,62114,T03310032223,T033-BILAL SERIES PANJANG COKSU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100392,T033ABIKO24051,T033-BILAL SERIES PANJANG COKSU L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,L,COKSU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100394,T033ABIKO24050,T033-BILAL SERIES PANJANG COKSU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,M,COKSU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,62115,T03310032222,T033-BILAL SERIES PANJANG COKSU M,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,62116,T03310032221,T033-BILAL SERIES PANJANG COKSU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100396,T033ABIKO24049,T033-BILAL SERIES PANJANG COKSU S,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,S,COKSU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,100390,T033ABIKO24052,T033-BILAL SERIES PANJANG COKSU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,XL,COKSU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,74934,T03310032224,T033-BILAL SERIES PANJANG COKSU XL,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,XL,COKSU,0.00,0.00,0.00,0.00,-
33,ABBI MUSLIM FASHION,62111,T03310032227,T033-BILAL SERIES PANJANG HITAM L,1,Pcs,1,1,0,Pcs,0,0,0,,0,0.00,325000.00,Rp,ABBI MUSLIM FASHION,-,,0.00,0.00,0.00,0.00,-
