ItemParentID,ItemParentName,ItemID,ItemCode,ItemName,QuantityID,QuantityCode,cqty,qtyori,CQuantityID,CQuantityCode,Stock,StockInPcs,InventoryID,InventoryName,StockRate,PurchasePrice,SellPrice,Currency,GroupName,Size,Color,Weight,Length,Breadth,Height,Remarks
1,DETCH,21,TEN-211032101,T002-ALULA PEACH S,21,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,S,PEACH,0,0,0,0,-
1,DETCH,22,TEN-211032102,T002-ALULA PEACH XL,22,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,XL,PEACH,0,0,0,0,-
1,DETCH,23,TEN-213042103,T002-ALULA HITAM S,23,Pcs,1,1,0,Pcs,0,0,0,,0,0,1150000,Rp,DETCH,S,HITAM,0,0,0,0,-
1,DETCH,24,TEN-213042104,T002-ALULA HITAM M,24,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,M,HITAM,0,0,0,0,-
1,DETCH,25,TEN-213042105,T002-ALULA HITAM XL,25,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,XL,HITAM,0,0,0,0,-
1,DETCH,26,TEN-224042106,T002-ALULA COKLAT S,26,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,S,COKLAT,0,0,0,0,-
1,DETCH,27,TEN-224042107,T002-ALULA COKLAT M,27,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,M,COKLAT,0,0,0,0,-
1,DETCH,28,TEN-224042108,T002-ALULA COKLAT L,28,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,L,COKLAT,0,0,0,0,-
1,DETCH,29,TEN-203082101,T002-ALULA COKLAT XL,29,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,XL,COKLAT,0,0,0,0,-
1,DETCH,30,TEN-220012102,T002-AMAYA MOCCA ALL SIZE,30,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,MOCCA,0,0,0,0,-
1,DETCH,31,TEN-220012103,T002-AMAYA UNGU ALL SIZE,31,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,UNGU,0,0,0,0,-
1,DETCH,32,TEN-213022002,T002-AMAYA CREAM ALL SIZE,32,Pcs,1,1,0,Pcs,0,0,0,,0,0,900000,Rp,DETCH,ALL SIZE,CREAM,0,0,0,0,-
1,DETCH,33,TEN-213022001,T002-AMAYA DUSTY ALL SIZE,33,Pcs,1,1,0,Pcs,0,0,0,,0,0,900000,Rp,DETCH,ALL SIZE,DUSTY,0,0,0,0,-
1,DETCH,34,TEN-224092001,T002-AMAYA ABU ALL SIZE,34,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,ABU,0,0,0,0,-
1,DETCH,35,TEN-T002DETOT24S0012,T002-AMELIA LONG OUTER ALL COLOUR ALL SIZE,35,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,36,TEN-T00208112501,T002-ANNALIZE SHORT OUTER ALL COLOUR ALL SIZE,36,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,37,TEN-227052301,T002-ANNELISE LONG OUTER TERACOTTA ALL SIZE,37,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,TERACOTTA,0,0,0,0,-
1,DETCH,38,TEN-227052302,T002-ANNELISE LONG OUTER NAVY ALL SIZE,38,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,NAVY,0,0,0,0,-
1,DETCH,39,TEN-204092301,T002-ANNELISE LONG OUTER SAGE ALL SIZE,39,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,SAGE,0,0,0,0,-
1,DETCH,40,TEN-204092302,T002-ANNELISE LONG OUTER DUSTY PINK ALL SIZE,40,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,41,TEN-204092303,T002-ANNELISE LONG OUTER BABY BLUE ALL SIZE,41,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,BABY BLUE,0,0,0,0,-
1,DETCH,42,TEN-229082306,T002-ANNELISE LONG OUTER BLACK ALL SIZE,42,Pcs,1,1,0,Pcs,0,0,0,,0,0,1750000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,43,TEN-T002DETOT2450012,T002-ANNELIZE LONG OUTER ALL COLOUR ALL SIZE,43,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,44,TEN-213022010,T002-ANVAYA OUTER PUTIH ALL SIZE,44,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,PUTIH,0,0,0,0,-
1,DETCH,45,TEN-213022012,T002-ANVAYA OUTER HITAM ALL SIZE,45,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,HITAM,0,0,0,0,-
1,DETCH,46,TEN-213022013,T002-ANVAYA OUTER CREAM ALL SIZE,46,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,CREAM,0,0,0,0,-
1,DETCH,47,TEN-213022011,T002-ANVAYA OUTER DUSTY ALL SIZE,47,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,DUSTY,0,0,0,0,-
1,DETCH,48,TEN-T002DETDR24001,T002-ASUKA DRESS WHITE ALL SIZE,48,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,49,TEN-T002DETDR24002,T002-ASUKA DRESS BLACK ALL SIZE,49,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,50,TEN-T002DETDR24003,T002-ASUKA DRESS CREAM ALL SIZE,50,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,CREAM,0,0,0,0,-
1,DETCH,51,TEN-210012206,T002-AYUMI OUTER ALL COLOUR ALL SIZE,51,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,52,TEN-231012204,T002-AYUMI OUTER DUSTY PINK ALL SIZE,52,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,53,TEN-228032204,T002-AYUMI OUTER WHITE ALL SIZE,53,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,54,TEN-2212202,T002-AYUMI OUTER GREY ALL SIZE,54,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,GREY,0,0,0,0,-
1,DETCH,55,TEN-224032301,T002-BABY LEISHA DUSTY PINK ALL SIZE,55,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,56,TEN-224032302,T002-BABY LEISHA GOLD ALL SIZE,56,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,GOLD,0,0,0,0,-
1,DETCH,57,TEN-228062306,T002-BABY LEISHA TERACOTTA ALL SIZE,57,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,TERACOTTA,0,0,0,0,-
1,DETCH,58,TEN-209092302,T002-BABY LEISHA GREEN ALL SIZE,58,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,GREEN,0,0,0,0,-
1,DETCH,59,TEN-229082305,T002-BABY LEISHA NUDE ALL SIZE,59,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,NUDE,0,0,0,0,-
1,DETCH,60,TEN-T002DETOT2450014,T002-BABY LEISHA ALL COLOUR ALL SIZE,60,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,61,TEN-T002DETSK2500259,T002-BALON SKIRT ALL COLOUR ALL SIZE,61,Pcs,1,1,0,Pcs,0,0,0,,0,0,395000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,62,TEN-T002DETSK2500280,T002-BALON SKIRT BLUE ALL SIZE,62,Pcs,1,1,0,Pcs,0,0,0,,0,0,395000,Rp,DETCH,ALL SIZE,BLUE,0,0,0,0,-
1,DETCH,63,TEN-218102102,T002-BANDO RAMBUT ALL COLOUR ALL SIZE,63,Pcs,1,1,0,Pcs,0,0,0,,0,0,55000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,64,TEN-T002DETOT241508,T002-BARBARA OUTER WHITE ALL SIZE,64,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,65,TEN-228062304,T002-BASIC INNER DUSTY PINK ALL SIZE,65,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,66,TEN-T00223042401,T002-BASIC INNER WHITE ALL SIZE,66,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,67,TEN-T002DETBL24002,T002-BASIC INNER BLACK ALL SIZE,67,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,68,TEN-T00223042402,T002-BASIC INNER DUSTY PINK ALL SIZE,68,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,69,TEN-T002DETBL242003,T002-BASIC INNER CREAM ALL SIZE,69,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,CREAM,0,0,0,0,-
1,DETCH,70,TEN-T00223042403,T002-BASIC INNER BABY BLUE ALL SIZE,70,Pcs,1,1,0,Pcs,0,0,0,,0,0,350000,Rp,DETCH,ALL SIZE,BABY BLUE,0,0,0,0,-
1,DETCH,71,TEN-213022401,T002-BASIC INNER NAVY ALL SIZE,71,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,NAVY,0,0,0,0,-
1,DETCH,72,TEN-T002DETBL2425000,T002-BASIC INNER ALL COLOUR ALL SIZE,72,Pcs,1,1,0,Pcs,0,0,0,,0,0,385000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,73,TEN-212082004,T002-BEGONIA DRESS DUSTY PINK ALL SIZE,73,Pcs,1,1,0,Pcs,0,0,0,,0,0,2850000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,74,TEN-204042203,T002-BELINDA TUNIK WHITE ALL SIZE,74,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,75,TEN-231102001,T002-BELLA  ,75,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,-,-,0,0,0,0,-
1,DETCH,76,TEN-228072001,T002-BELLA OUTER HITAM ALL SIZE,76,Pcs,1,1,0,Pcs,0,0,0,,0,0,400000,Rp,DETCH,ALL SIZE,HITAM,0,0,0,0,-
1,DETCH,77,TEN-T002DETOT241002,T002-BLACK FLOWER BLACK ALL SIZE,77,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,78,TEN-205082202,T002-BLOUSE KYOTO HIJAU ALL SIZE,78,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,HIJAU,0,0,0,0,-
1,DETCH,79,TEN-218082201,T002-BLOUSE KYOTO UNGU ALL SIZE,79,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,UNGU,0,0,0,0,-
1,DETCH,80,TEN-207112201,T002-BLOUSE KYOTO ALL COLOUR ALL SIZE,80,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,81,TEN-T002DETBL240011,T002-BOMBER JAKET ALL COLOUR ALL SIZE,81,Pcs,1,1,0,Pcs,0,0,0,,0,0,495000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,82,TEN-211012103,T002-BONANZA KAFTAN HITAM ALL SIZE,82,Pcs,1,1,0,Pcs,0,0,0,,0,0,1150000,Rp,DETCH,ALL SIZE,HITAM,0,0,0,0,-
1,DETCH,83,TEN-220072003,T002-BONANZA KAFTAN OFF WHITE ALL SIZE,83,Pcs,1,1,0,Pcs,0,0,0,,0,0,1150000,Rp,DETCH,ALL SIZE,OFF WHITE,0,0,0,0,-
1,DETCH,84,TEN-220072004,T002-BONANZA KAFTAN MINT ALL SIZE,84,Pcs,1,1,0,Pcs,0,0,0,,0,0,1150000,Rp,DETCH,ALL SIZE,MINT,0,0,0,0,-
1,DETCH,85,TEN-223092101,T002-BROSS BESAR ALL COLOUR ALL SIZE,85,Pcs,1,1,0,Pcs,0,0,0,,0,0,150000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,86,TEN-228082001,T002-BROSS BULU  ,86,Pcs,1,1,0,Pcs,0,0,0,,0,0,35000,Rp,DETCH,-,-,0,0,0,0,-
1,DETCH,87,TEN-226022201,T002-BROSS BULU NEW ALL COLOUR ALL SIZE,87,Pcs,1,1,0,Pcs,0,0,0,,0,0,50000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,88,TEN-223092102,T002-BROSS CAMPUR ALL COLOUR ALL SIZE,88,Pcs,1,1,0,Pcs,0,0,0,,0,0,35000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,89,TEN-215022101,T002-BROSS TULLE  ,89,Pcs,1,1,0,Pcs,0,0,0,,0,0,50000,Rp,DETCH,-,-,0,0,0,0,-
1,DETCH,90,TEN-228032210,T002-CARDICAN LACE ALL COLOUR ALL SIZE,90,Pcs,1,1,0,Pcs,0,0,0,,0,0,495000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,91,TEN-204042201,T002-CARDICAN LACE MINT ALL SIZE,91,Pcs,1,1,0,Pcs,0,0,0,,0,0,495000,Rp,DETCH,ALL SIZE,MINT,0,0,0,0,-
1,DETCH,92,TEN-204092305,T002-CELANA PLEATS KHAKI ALL SIZE,92,Pcs,1,1,0,Pcs,0,0,0,,0,0,350000,Rp,DETCH,ALL SIZE,KHAKI,0,0,0,0,-
1,DETCH,93,TEN-T002DETOT24006,T002-CHELSIA SAGE ALL SIZE,93,Pcs,1,1,0,Pcs,0,0,0,,0,0,1150000,Rp,DETCH,ALL SIZE,SAGE,0,0,0,0,-
1,DETCH,94,TEN-214122001,T002-CIPUT  ,94,Pcs,1,1,0,Pcs,0,0,0,,0,0,100000,Rp,DETCH,-,-,0,0,0,0,-
1,DETCH,95,TEN-228062307,T002-DELISHA OUTER DUSTY PINK ALL SIZE,95,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,96,TEN-201042102,T002-DELITA SYAR'I ALL COLOUR ALL SIZE,96,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,97,TEN-T002DETOT2450013,T002-DETCH OUTER ALL COLOUR ALL SIZE,97,Pcs,1,1,0,Pcs,0,0,0,,0,0,1350000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,98,TEN-209022101,T002-DRESS POLKA POLKA ALL SIZE,98,Pcs,1,1,0,Pcs,0,0,0,,0,0,850000,Rp,DETCH,ALL SIZE,POLKA,0,0,0,0,-
1,DETCH,99,TEN-T002DETOT241301,T002-FALOYA PINK ALL SIZE,99,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,PINK,0,0,0,0,-
1,DETCH,100,TEN-T00230052401,T002-FALOYA WHITE ALL SIZE,100,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,101,TEN-T002DETSET24003,T002-FALOYA SET CREME ALL COLOUR,101,Pcs,1,1,0,Pcs,0,0,0,,0,0,2500000,Rp,DETCH,ALL COLOUR,CREME,0,0,0,0,-
1,DETCH,102,TEN-229082304,T002-FAYOLA OUTER + INNER PLEATS ALL SIZE ALL SIZE,102,Pcs,1,1,0,Pcs,0,0,0,,0,0,1750000,Rp,DETCH,ALL SIZE,ALL SIZE,0,0,0,0,-
1,DETCH,103,TEN-222032351,T002-FAYOLA SAGE OUTER ALL COLOUR ALL SIZE,103,Pcs,1,1,0,Pcs,0,0,0,,0,0,1750000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,104,TEN-207122001,T002-FLOWER BLOUSE HITAM ALL SIZE,104,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,HITAM,0,0,0,0,-
1,DETCH,105,TEN-207122002,T002-FLOWER BLOUSE MERAH ALL SIZE,105,Pcs,1,1,0,Pcs,0,0,0,,0,0,450000,Rp,DETCH,ALL SIZE,MERAH,0,0,0,0,-
1,DETCH,106,TEN-212082002,T002-FLOWER KAFTAN DUSTY PINK ALL SIZE,106,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,107,TEN-212082003,T002-FLOWER KAFTAN BIRU ALL SIZE,107,Pcs,1,1,0,Pcs,0,0,0,,0,0,1250000,Rp,DETCH,ALL SIZE,BIRU,0,0,0,0,-
1,DETCH,108,TEN-218032201,T002-GANIS GAYATRI DECTH GOLD ALL SIZE,108,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,GOLD,0,0,0,0,-
1,DETCH,109,TEN-206022301,T002-GARVITA DRESS SAGE ALL SIZE,109,Pcs,1,1,0,Pcs,0,0,0,,0,0,1950000,Rp,DETCH,ALL SIZE,SAGE,0,0,0,0,-
1,DETCH,110,TEN-212082001,T002-GOLD MASK ALL COLOUR ALL SIZE,110,Pcs,1,1,0,Pcs,0,0,0,,0,0,150000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,111,TEN-213022019,T002-HIJAB BUNGA ALL COLOUR ALL SIZE,111,Pcs,1,1,0,Pcs,0,0,0,,0,0,250000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,112,TEN-220012105,T002-HOME DRESS SILK MAROON ALL SIZE,112,Pcs,1,1,0,Pcs,0,0,0,,0,0,295000,Rp,DETCH,ALL SIZE,MAROON,0,0,0,0,-
1,DETCH,113,TEN-220012106,T002-HOME DRESS TIE DYE TIE DYE ,113,Pcs,1,1,0,Pcs,0,0,0,,0,0,225000,Rp,DETCH,-,TIE DYE,0,0,0,0,-
1,DETCH,114,TEN-207032101,T002-IKATAN RAMBUT BLACK ALL SIZE,114,Pcs,1,1,0,Pcs,0,0,0,,0,0,50000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,115,TEN-213022018,T002-IKATAN RAMBUT ALL COLOUR ALL SIZE,115,Pcs,1,1,0,Pcs,0,0,0,,0,0,50000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,116,TEN-213042102,T002-IMANA DUSTY PINK ALL SIZE,116,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,117,TEN-210012207,T002-IMANA BLUE ALL SIZE,117,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,BLUE,0,0,0,0,-
1,DETCH,118,TEN-210012209,T002-IMANA WHITE ALL SIZE,118,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,119,TEN-231012205,T002-IMANA WHITE XL,119,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,XL,WHITE,0,0,0,0,-
1,DETCH,120,TEN-211012104,T002-IMANA LACE DUSTY PINK ALL SIZE,120,Pcs,1,1,0,Pcs,0,0,0,,0,0,1850000,Rp,DETCH,ALL SIZE,DUSTY PINK,0,0,0,0,-
1,DETCH,121,TEN-213042101,T002-IMANA LACE DUSTY GREEN ALL SIZE,121,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,DUSTY GREEN,0,0,0,0,-
1,DETCH,122,TEN-223062203,T002-IMANA LACE ALL COLOUR ALL SIZE,122,Pcs,1,1,0,Pcs,0,0,0,,0,0,1850000,Rp,DETCH,ALL SIZE,ALL COLOUR,0,0,0,0,-
1,DETCH,123,TEN-204092306,T002-IMANA LACE WHITE ALL SIZE,123,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,WHITE,0,0,0,0,-
1,DETCH,124,TEN-218102101,T002-IMANA NEW PEACH ALL SIZE,124,Pcs,1,1,0,Pcs,0,0,0,,0,0,1850000,Rp,DETCH,ALL SIZE,PEACH,0,0,0,0,-
1,DETCH,125,TEN-210012208,T002-IMANA NEW BLACK ALL SIZE,125,Pcs,1,1,0,Pcs,0,0,0,,0,0,1850000,Rp,DETCH,ALL SIZE,BLACK,0,0,0,0,-
1,DETCH,126,TEN-202032008,T002-IMANA RUFFLE DUSTY ALL SIZE,126,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,ALL SIZE,DUSTY,0,0,0,0,-
1,DETCH,127,TEN-221052001,T002-IMANA RUFFLE DUSTY PINK XL,127,Pcs,1,1,0,Pcs,0,0,0,,0,0,1500000,Rp,DETCH,XL,DUSTY PINK,0,0,0,0,-
